
2.332,0.453,0.922,1.934,1.881,0.228,1.531,0.697
2.332,0.453,0.922,1.934,1.881,0.228,1.531,0.697
2.332,0.453,0.922,1.932,1.880,0.228,1.531,0.697
2.332,0.453,0.922,1.932,1.880,0.228,1.530,0.697
2.332,0.453,0.922,1.932,1.880,0.228,1.531,0.697
2.332,0.453,0.922,1.932,1.880,0.228,1.530,0.696
2.332,0.453,0.923,1.932,1.881,0.228,1.531,0.697
2.330,0.453,0.922,1.932,1.881,0.228,1.531,0.697
2.332,0.453,0.922,1.934,1.882,0.229,1.530,0.697
2.333,0.453,0.922,1.932,1.881,0.229,1.531,0.697
2.332,0.453,0.922,1.934,1.882,0.229,1.530,0.697
2.332,0.453,0.922,1.932,1.881,0.229,1.531,0.697
2.332,0.453,0.922,1.932,1.881,0.229,1.530,0.696
2.333,0.452,0.923,1.932,1.881,0.229,1.530,0.696
2.333,0.453,0.923,1.932,1.881,0.229,1.530,0.696
2.333,0.452,0.923,1.934,1.881,0.229,1.530,0.697
2.333,0.452,0.923,1.934,1.881,0.229,1.530,0.697
2.333,0.452,0.923,1.934,1.881,0.229,1.530,0.696
2.333,0.453,0.923,1.934,1.881,0.229,1.531,0.697
2.332,0.453,0.923,1.934,1.884,0.229,1.530,0.697
2.332,0.452,0.923,1.934,1.881,0.231,1.530,0.697
2.332,0.453,0.923,1.931,1.880,0.229,1.530,0.696
2.332,0.453,0.923,1.932,1.881,0.231,1.530,0.697
2.332,0.453,0.923,1.932,1.881,0.231,1.530,0.697
2.332,0.452,0.923,1.932,1.881,0.231,1.530,0.696
2.332,0.452,0.923,1.932,1.880,0.231,1.530,0.696
2.332,0.452,0.923,1.932,1.880,0.231,1.530,0.696
2.332,0.452,0.924,1.932,1.881,0.231,1.530,0.697
2.332,0.452,0.924,1.932,1.881,0.231,1.530,0.697
2.332,0.452,0.924,1.932,1.881,0.231,1.530,0.696
2.332,0.452,0.924,1.932,1.881,0.231,1.530,0.696
2.332,0.452,0.924,1.932,1.881,0.231,1.530,0.696
2.332,0.452,0.924,1.932,1.881,0.231,1.530,0.697
2.332,0.452,0.924,1.932,1.881,0.231,1.530,0.697
2.332,0.452,0.924,1.932,1.881,0.231,1.530,0.696
2.330,0.452,0.924,1.931,1.880,0.232,1.531,0.697
2.332,0.452,0.924,1.931,1.880,0.231,1.528,0.696
2.332,0.452,0.924,1.932,1.881,0.232,1.530,0.696
2.332,0.452,0.925,1.932,1.881,0.232,1.530,0.696
