
2.585,0.474,1.014,2.206,2.125,0.206,1.390,0.782
2.587,0.474,1.014,2.206,2.124,0.206,1.389,0.781
2.588,0.474,1.014,2.206,2.124,0.206,1.390,0.782
2.585,0.474,1.014,2.206,2.125,0.206,1.390,0.782
2.585,0.474,1.014,2.206,2.124,0.206,1.390,0.782
2.585,0.474,1.014,2.206,2.125,0.206,1.390,0.782
2.585,0.474,1.014,2.206,2.125,0.206,1.390,0.782
2.587,0.474,1.014,2.206,2.124,0.206,1.389,0.781
2.585,0.474,1.014,2.205,2.124,0.206,1.390,0.782
2.584,0.474,1.014,2.207,2.126,0.206,1.389,0.781
2.585,0.474,1.016,2.206,2.124,0.206,1.390,0.782
2.588,0.474,1.014,2.206,2.124,0.206,1.390,0.782
2.585,0.474,1.014,2.206,2.125,0.206,1.390,0.782
2.588,0.474,1.014,2.206,2.124,0.206,1.390,0.782
2.585,0.474,1.014,2.206,2.125,0.206,1.390,0.782
2.584,0.474,1.014,2.207,2.128,0.206,1.390,0.782
2.585,0.474,1.016,2.206,2.124,0.206,1.389,0.781
2.588,0.474,1.014,2.205,2.124,0.206,1.390,0.782
2.588,0.474,1.014,2.205,2.124,0.208,1.390,0.782
2.587,0.474,1.014,2.205,2.124,0.208,1.390,0.782
2.585,0.474,1.014,2.205,2.124,0.206,1.389,0.781
2.585,0.474,1.014,2.205,2.123,0.208,1.389,0.781
2.585,0.474,1.016,2.206,2.124,0.208,1.390,0.782
2.585,0.474,1.016,2.205,2.124,0.208,1.390,0.782
2.585,0.474,1.016,2.206,2.125,0.208,1.390,0.781
2.584,0.472,1.016,2.205,2.125,0.208,1.389,0.781
2.585,0.474,1.016,2.203,2.123,0.208,1.389,0.781
2.585,0.472,1.016,2.205,2.124,0.208,1.390,0.782
2.584,0.472,1.016,2.205,2.125,0.208,1.389,0.781
2.585,0.472,1.016,2.205,2.124,0.208,1.389,0.781
2.585,0.472,1.016,2.205,2.124,0.208,1.390,0.781
2.587,0.474,1.016,2.205,2.124,0.208,1.390,0.781
2.587,0.474,1.017,2.205,2.124,0.208,1.389,0.781
2.584,0.472,1.016,2.203,2.123,0.208,1.390,0.782
2.585,0.472,1.017,2.205,2.124,0.208,1.389,0.781
2.585,0.474,1.016,2.203,2.123,0.208,1.389,0.782
2.585,0.474,1.016,2.205,2.124,0.208,1.390,0.781
2.588,0.474,1.017,2.205,2.124,0.208,1.390,0.781
2.587,0.472,1.017,2.206,2.125,0.208,1.389,0.781
2.585,0.474,1.017,2.205,2.125,0.208,1.389,0.781
2.585,0.474,1.017,2.205,2.125,0.208,1.389,0.781
2.585,0.474,1.017,2.205,2.124,0.208,1.390,0.781
2.585,0.474,1.017,2.206,2.125,0.208,1.390,0.781
2.587,0.474,1.017,2.205,2.124,0.208,1.389,0.781
2.587,0.474,1.017,2.205,2.124,0.208,1.389,0.781
2.585,0.474,1.017,2.205,2.124,0.208,1.390,0.782
2.585,0.474,1.017,2.206,2.124,0.208,1.389,0.781
2.585,0.474,1.017,2.205,2.124,0.208,1.390,0.782
2.585,0.474,1.018,2.207,2.124,0.208,1.389,0.781
2.585,0.474,1.017,2.205,2.124,0.208,1.390,0.782
2.587,0.474,1.017,2.206,2.125,0.208,1.390,0.781
2.587,0.474,1.018,2.206,2.125,0.208,1.390,0.781
2.585,0.474,1.017,2.207,2.125,0.208,1.389,0.781
2.587,0.474,1.018,2.206,2.125,0.208,1.390,0.781
2.585,0.474,1.017,2.205,2.125,0.208,1.390,0.781
2.587,0.474,1.018,2.206,2.125,0.208,1.390,0.781
2.585,0.474,1.017,2.205,2.124,0.208,1.389,0.782
2.585,0.474,1.017,2.205,2.124,0.208,1.390,0.782
2.587,0.474,1.018,2.206,2.125,0.208,1.390,0.781
2.587,0.474,1.018,2.205,2.124,0.208,1.389,0.781
2.587,0.474,1.018,2.206,2.125,0.208,1.390,0.781
2.587,0.474,1.018,2.206,2.125,0.208,1.390,0.781
2.585,0.474,1.018,2.205,2.124,0.208,1.390,0.782
2.587,0.474,1.018,2.206,2.124,0.208,1.389,0.781
2.587,0.474,1.018,2.206,2.124,0.208,1.389,0.781
2.587,0.474,1.018,2.205,2.124,0.208,1.389,0.781
2.585,0.474,1.018,2.205,2.125,0.208,1.389,0.781
2.587,0.474,1.018,2.206,2.124,0.208,1.390,0.781
2.587,0.474,1.018,2.205,2.124,0.208,1.389,0.781
2.588,0.474,1.019,2.205,2.124,0.208,1.390,0.781
2.587,0.474,1.018,2.206,2.125,0.208,1.390,0.781
2.587,0.474,1.018,2.206,2.125,0.208,1.389,0.781
2.587,0.474,1.018,2.206,2.125,0.208,1.389,0.781
2.585,0.474,1.018,2.205,2.124,0.208,1.389,0.781
2.585,0.474,1.018,2.205,2.125,0.208,1.390,0.781
2.587,0.474,1.019,2.206,2.124,0.208,1.389,0.781
2.587,0.474,1.018,2.205,2.124,0.208,1.389,0.781
2.585,0.474,1.018,2.206,2.126,0.208,1.389,0.781
2.587,0.474,1.018,2.205,2.123,0.208,1.389,0.781
2.585,0.474,1.018,2.205,2.124,0.208,1.389,0.781
2.585,0.474,1.018,2.205,2.125,0.208,1.389,0.781
2.585,0.474,1.018,2.206,2.124,0.208,1.389,0.781
2.585,0.474,1.018,2.205,2.124,0.208,1.389,0.781
2.585,0.474,1.018,2.205,2.124,0.208,1.389,0.781
2.587,0.474,1.018,2.205,2.124,0.208,1.389,0.780
2.585,0.474,1.018,2.207,2.124,0.208,1.389,0.781
2.587,0.474,1.018,2.205,2.124,0.208,1.389,0.780
2.584,0.474,1.018,2.203,2.124,0.208,1.389,0.780
2.587,0.474,1.019,2.205,2.124,0.208,1.388,0.780
2.585,0.474,1.018,2.205,2.124,0.208,1.389,0.780
2.584,0.474,1.018,2.203,2.124,0.208,1.389,0.780
2.584,0.474,1.018,2.205,2.125,0.208,1.389,0.780
2.585,0.474,1.019,2.205,2.124,0.208,1.389,0.780
2.587,0.474,1.019,2.205,2.124,0.208,1.389,0.780
2.585,0.474,1.019,2.205,2.123,0.208,1.388,0.780
2.585,0.474,1.019,2.205,2.124,0.208,1.389,0.780
2.585,0.474,1.019,2.205,2.124,0.208,1.389,0.780
2.585,0.474,1.019,2.205,2.123,0.208,1.388,0.780
2.584,0.474,1.018,2.203,2.123,0.208,1.389,0.781
2.585,0.474,1.019,2.205,2.124,0.208,1.389,0.780
2.585,0.474,1.019,2.203,2.123,0.206,1.388,0.780
2.584,0.474,1.019,2.205,2.123,0.208,1.388,0.780
2.585,0.474,1.018,2.203,2.123,0.206,1.388,0.780
2.585,0.474,1.019,2.203,2.123,0.208,1.388,0.780
2.585,0.474,1.021,2.203,2.123,0.206,1.388,0.780
2.585,0.474,1.019,2.205,2.124,0.208,1.389,0.780
2.585,0.474,1.019,2.205,2.123,0.208,1.388,0.780
2.585,0.474,1.019,2.203,2.123,0.206,1.388,0.780
2.584,0.474,1.019,2.206,2.123,0.206,1.388,0.780
2.584,0.475,1.018,2.203,2.122,0.206,1.388,0.781
2.585,0.474,1.018,2.203,2.122,0.206,1.388,0.780
2.584,0.474,1.018,2.205,2.124,0.206,1.388,0.780
2.584,0.474,1.018,2.205,2.125,0.206,1.388,0.780
2.585,0.474,1.019,2.203,2.123,0.206,1.388,0.780
2.585,0.474,1.019,2.205,2.123,0.206,1.388,0.780
2.588,0.474,1.019,2.203,2.123,0.206,1.388,0.780
2.584,0.474,1.018,2.202,2.122,0.206,1.388,0.780
2.585,0.474,1.019,2.203,2.122,0.206,1.387,0.780
2.585,0.474,1.019,2.203,2.123,0.206,1.388,0.780
2.585,0.474,1.019,2.203,2.123,0.206,1.388,0.780
2.588,0.474,1.018,2.203,2.123,0.206,1.388,0.780
2.584,0.474,1.018,2.202,2.122,0.206,1.388,0.780
2.583,0.474,1.018,2.203,2.124,0.206,1.388,0.780
2.584,0.474,1.018,2.203,2.123,0.206,1.388,0.780
2.583,0.474,1.018,2.202,2.122,0.206,1.388,0.780
2.584,0.474,1.018,2.202,2.122,0.206,1.388,0.780
2.584,0.474,1.018,2.203,2.122,0.206,1.388,0.780
2.583,0.474,1.018,2.202,2.123,0.206,1.387,0.780
2.583,0.474,1.018,2.205,2.122,0.206,1.387,0.780
2.584,0.474,1.018,2.203,2.123,0.206,1.387,0.779
2.584,0.474,1.018,2.203,2.123,0.206,1.387,0.780
2.584,0.474,1.018,2.203,2.123,0.205,1.387,0.780
2.587,0.474,1.018,2.203,2.122,0.205,1.387,0.780
2.585,0.474,1.019,2.203,2.122,0.205,1.387,0.780
2.584,0.475,1.018,2.202,2.122,0.205,1.387,0.781
2.584,0.474,1.018,2.202,2.122,0.205,1.387,0.780
2.585,0.474,1.018,2.203,2.123,0.205,1.387,0.780
2.583,0.474,1.018,2.202,2.122,0.205,1.388,0.780
